signature,timestamp,wallet,amount,isBuy,protocol
SimulatedTxyam1tiyvhbr,2025-07-07T12:44:07.942Z,71gDrCYjUNShAoqg1XTCmgSsvnsTEjEtjG8QJ4Quj5i8,36.49551104234596,1,Orca
SimulatedTxiot38gjy93,2025-07-07T12:44:12.951Z,5Rc9WD2tjAhMTXK1JT4j5nuWFT5kkXooK8C2rrmPfMw1,72.54098419565625,0,Raydium
SimulatedTxbdouqk8lq8h,2025-07-07T12:44:17.956Z,BBodMwpVhFKyFVdgiBo6aP8m1Cyw88imJL51yj91b2kB,20.090330435387305,1,Raydium
SimulatedTx3k2eotlanra,2025-07-07T12:44:22.966Z,2PaDucU6Ed13ygyYCx63QgV968adb8A54xcJcwBeW9Gc,40.411090773343126,0,Raydium
SimulatedTxrzvq7pj1qgo,2025-07-07T12:44:27.977Z,EkWaxNvXQ3CQSW28mjKVDtAkPq19MNtSQwcMnu8ApUJY,88.67348744796426,0,Orca
SimulatedTxucyaouwhqde,2025-07-07T12:44:32.991Z,3cLEDT8rWaUZdNdBpMcwDQykbEUmRpWQ6VbfkkngXJmH,80.8343027621478,1,Orca
SimulatedTxtmultm6cdh,2025-07-07T12:44:37.994Z,FSaKqmcghLezbNi4XvtAfzUUDD8WYCsiytRj1Gr53yYo,28.405408288804736,0,Orca
SimulatedTxpz42c7kgtcc,2025-07-07T12:44:43.001Z,4S9TS8ZFpJLBLqw7oYaiCzZtXU8hmAxQNzTZipjtaH4S,51.56378629889922,1,Orca
SimulatedTxrjr3sgyr0yl,2025-07-07T16:09:49.165Z,7g4AXVNkquZBr4H3R6heqM7gj4P6NwBk9Fcd8ZT1vjer,22.215088702038166,1,Jupiter
SimulatedTxkv8gsefsei,2025-07-07T16:09:54.174Z,4LQvW7qQBhkNHJyDfNNy9dYG7b6ydvvHtEzHKazM3H9q,88.54871677987646,0,Jupiter
SimulatedTxpgzzrqtnss8,2025-07-07T16:09:59.182Z,35VViqxt25UB6hU89CEWvLwXyboPxqwFJZRBb2hTCcKi,34.78611621445636,1,Jupiter
SimulatedTxqeiih58vfub,2025-07-07T16:10:04.193Z,6JvmQdMSfiT15E19LJgiLtk1suviyUGfFXAG6KU6RmaM,49.96263743720635,0,Raydium
SimulatedTxsprdzpwqwgf,2025-07-07T16:10:09.219Z,BVeL2Sfnpzm2kMPMHhd4eT3PQmigxMoypoJwpuLYNYa5,10.974534468242725,1,Jupiter
SimulatedTxtlsjzf06e4a,2025-07-07T16:10:14.229Z,5G35HGbzjpddCqe119e6jXT2AagfteMuv5NdZz5born5,84.10077144675034,1,Jupiter
SimulatedTxt7jj2m0rjon,2025-07-07T16:10:19.235Z,GSwFS1VqCmPX6RNK5seLyX4WouzddaSZ1BxhhbpJvqu5,70.76965789087217,0,Orca
SimulatedTxeqtx9288izt,2025-07-07T16:10:24.237Z,FHB3YzBvAR4twkmKCYvruNHymZqtewzoaFrZE4n3og3b,12.090369683220281,0,Jupiter
SimulatedTx6ox99i06otq,2025-07-07T16:10:29.242Z,8XrFFZ2oAMZ1zUu9yLG9iyYs71NfwitSs8N8ywfsoVeC,81.25569630438913,1,Orca
SimulatedTxqj1wekmncz,2025-07-07T16:10:34.242Z,9exqbN9ixTkUprrr3qM8pXnA3BEMhWCsUKx6eNBZ6FDC,7.33521071958656,1,Jupiter
SimulatedTxhz8ro24lea6,2025-07-07T16:10:39.251Z,5u8rucm7srdCPAb2GQNmFoTgqytnNMW5yTaDcw9RSQJb,73.77734052924335,1,Raydium
SimulatedTxj8eocul5kum,2025-07-07T16:24:04.862Z,HoABmQ6gg1yzN8hmfNaC6d3fCSpXteY1jq7sNAKcshya,14.696443704064887,0,Jupiter
SimulatedTxzjt7u9qn5fg,2025-07-07T16:24:09.872Z,6DXKuUbzx5pwpVHKgfe1iXBnFMMxQksZ6DS3hiYR5Tts,29.454645004759673,1,Raydium
SimulatedTxh53b7cek0vm,2025-07-07T16:24:14.878Z,CtJKVMg9oz21BUawxHUigLBhmAsTuv7HGD9APqbz3583,61.79116494730279,0,Jupiter
SimulatedTxnsxtecs5hk,2025-07-07T16:24:19.890Z,9p7r86MrNCCsC7kG2R77NiRWy9YjSG8UniVk7sxGwj2W,28.213106219678806,1,Jupiter
SimulatedTxewe8zqwwjj,2025-07-07T16:24:24.898Z,3RN9Pvw6hE8sH1MXB7tP9nn2ZAGDe374BmyY4EwgQwA2,82.88514163516034,1,Orca
SimulatedTxi79azug0eft,2025-07-07T16:24:29.906Z,62oWsDCRiWh3WN5sNE6B6ZjdhCTsJaM87HFWfJxwX4t4,35.107315705433216,0,Orca
SimulatedTxnf7czynxr2o,2025-07-07T16:24:34.913Z,Esr2Ck8HYfUwcARS518ev8GT3B2PB1pc1fbbyPqgU4cu,37.558605631321406,0,Orca
SimulatedTxjul15ygbge,2025-07-07T16:24:39.916Z,Ait6Jx3W1k8D5iKBS5WkmhrHWgta69HGdRukfLWCfnPD,96.6774882823908,0,Jupiter
SimulatedTxw1bhpf9jlec,2025-07-07T16:25:32.553Z,9ZMWfgCwWULmjHryjZbDNmaBNdw3biypwHuDJgA28GXP,62.829032378407625,0,Orca
SimulatedTxia543oo6j6,2025-07-07T16:25:37.565Z,DHEBgL8qXdos57Uhg1bsBvbPTuLGWFk3hv1oE4t9tzxM,38.60291038090906,1,Orca
SimulatedTx0y7lnpjna1ka,2025-07-07T16:25:42.574Z,5Ty5RHewF149mhGV4YRsszMGW7pXc3mJ5FLgTUkSa8fa,2.5311320294944206,0,Raydium
SimulatedTxia4dzoe2op,2025-07-07T16:25:47.587Z,EEr1x6QTcZgYqnYJHfJVVMW3oXG6RF8zQbXNqWEDQhX3,51.46040177237876,1,Orca
SimulatedTx6xrlc7ceq46,2025-07-07T16:25:52.597Z,8MJjSGnPJBE5GE5w74iXSwmzvZZv5s71ds6mhkkiSgKB,86.60190485429229,0,Raydium
SimulatedTxzbypcvvuaqc,2025-07-07T16:25:57.604Z,9zUMUjrnEBFR1qHZP7L34B2LvBLRFogokvzAFmmCSrfu,81.01856292409184,0,Orca
SimulatedTxge35y0bxok,2025-07-07T16:26:02.612Z,95TttNYtinmSJmuHnp8dcU21o1qFnQSY7i2xX7KbnMgo,56.75755796114983,1,Orca
SimulatedTxjpw2slczbh,2025-07-07T16:26:07.625Z,88NDRPGAWV2SZYsD6E9vWga4npUxMwfjCF2sLiqD7CVh,13.343874383121769,1,Raydium
SimulatedTxx23iksa4oos,2025-07-07T16:26:12.630Z,7mragbDmqjeAQv5bRwqnfMNvt2ZdzHHBZGqt8stA1pqV,94.7917770183113,0,Raydium
SimulatedTx24rqz7kapk2,2025-07-07T16:26:17.640Z,J5RpJj3HiDfhMFzrDd7LHEA8cGBXMnbi3vk3F2sCW9cb,97.14837465324348,1,Orca
SimulatedTxx8ov03thj88,2025-07-07T16:26:22.650Z,8CQ9CCicVV8pWbWTYwkh3Qo5TefWe9FP3S23UFDD898h,36.49621151285179,1,Jupiter
SimulatedTxnu7swh1q2ra,2025-07-08T07:20:06.616Z,HgL3gpXVgekzfJsvodcQq65EPduH59WqwnntUusEzYYw,83.45898564461783,0,Raydium
SimulatedTxvpdtq422ng,2025-07-08T07:20:11.622Z,5dnDLvTbmUPdUfsPNwBSfBY96pz7h9wyC5EuFiTeV1w4,35.136076764617144,0,Raydium
SimulatedTx0rmq9j44o47h,2025-07-08T07:20:16.630Z,45YDCxg9sUB2rcsWNKgBvRQ2HsJzMMkohUhLmeAJTKBi,81.03655155696607,1,Jupiter
SimulatedTx8ruq90m78td,2025-07-08T07:20:21.640Z,3GEeuaUYVoGrhCvvjRnSdtwDAStJuQAzyCFHpm7vnDbU,89.53797369698984,1,Orca
SimulatedTxee48ek5659c,2025-07-08T07:20:26.650Z,FLCHnxsVzeXVUpcPzgqcQtpoyCAAwKf7JWMi7qpxYZcy,35.98011475097627,0,Raydium
SimulatedTxrm932y2naid,2025-07-08T07:20:31.657Z,BHPAhALmS9Tq78fJXPQRQHgxpvQJWbPvMgDyuKLtWeuD,27.118264550864545,0,Jupiter
SimulatedTxpmi3zpm5pvp,2025-07-08T07:20:36.659Z,9nq9KTD1duBb4uzuhm5DXT5wCVg5sZh7tkjAHh5rNNbs,45.852505250689,1,Jupiter
SimulatedTx7zu4w8kjgqy,2025-07-08T07:20:41.672Z,F8CKFNMaeD73Q6TFWiE9BcdLyvSFZ4WS6kkYeYvxwSNT,63.49990206519518,1,Jupiter
SimulatedTxu6daf7op2u,2025-07-08T07:20:46.687Z,E6t7yoyUeFpcizHsVW22iWw7rfPG8848L4VVm5U6YQcG,37.84558241911162,0,Raydium
SimulatedTx78wyw9o9zrl,2025-07-08T07:22:52.586Z,HhCHoCG4bMhAFgv5yuzFB4BFYNdR7XWocjSJokRoqfcv,5.804491695737868,0,Orca
SimulatedTxtowmbz006d,2025-07-08T07:22:57.596Z,J82BDFVJivaoYcbFztvJBsS46r1U8q48k8Tzd3XqHQPQ,66.41119733659528,0,Orca
SimulatedTxhwqsy47nfme,2025-07-08T07:23:02.601Z,7jYxYbs1KXbNdaZYD5EzXt4Y8VtwSka8cZnnkP7XqCUG,34.037578063616756,0,Raydium
SimulatedTx9dkjfqjhyzb,2025-07-08T07:23:07.615Z,3qhNAMRdrsbmA1YdAUMB83j7i7RbXLakWhmwQtjieFTe,58.372766490386276,1,Orca
SimulatedTxkpmybc2hw7i,2025-07-08T07:23:12.632Z,5q2PVgSr1iSq7zdYhUYTjDNkEmRY6yzpNydsfeEQUvx1,16.696873774068077,0,Orca
SimulatedTxpgp4dpa81j,2025-07-08T07:23:17.644Z,4bcBBWUqibKjH53SkkC6L6bVT553Ff2qpv3kb5h9nTsg,22.826199263336868,0,Jupiter
SimulatedTx3dhd7em4du4,2025-07-08T07:23:22.653Z,6uf4Lx1AN6G5TTyk8XgXrw491pAqx61SunGktuWfvETH,46.742417153088844,1,Orca
SimulatedTxt95gxssopj,2025-07-08T07:23:27.655Z,5SfezroYrpuDt9F1o1gb3gTv94kMnjDDm6k49xBdfmi8,90.7994612485308,0,Orca
SimulatedTxnwv78o1jlr,2025-07-08T07:23:32.663Z,2GATnV8NwWEsguwyyP9JefybVGC7sJBoi328WtMXzpVM,64.39082586632385,0,Raydium
SimulatedTx8lu7hb8z1al,2025-07-08T07:23:37.669Z,EjMCHiuP3P9ve7UyVM6T3nHUqfVNMpjuLp98TzpZgRs7,69.63039679949408,0,Raydium
SimulatedTx77gslac322o,2025-07-08T07:23:42.682Z,5ysWFLgJT1r1An8kJNTgNJpTUwBYXYsy17ur97sFmw6L,78.62887901289267,1,Jupiter
SimulatedTxl9ll4e58f7s,2025-07-08T07:23:47.688Z,96Ztspi9hndkYDWa3RbudLrSnUFQECHUmDtzqUEKkEWj,72.1081504053825,0,Orca
SimulatedTxr1ypy6qmupa,2025-07-08T07:23:52.700Z,9sSJAcoLKDhsUAybfd9WoZsZPiorYny3xdiRgLLnq32z,79.56846903115905,1,Jupiter
SimulatedTx5silptoncla,2025-07-08T07:23:57.707Z,2oa7UZ9nhLxtGSCyxhbYwQDuj88ECgHN5mAsddfW6GPj,3.8347747581718883,1,Jupiter
SimulatedTxjfexyjxwdt,2025-07-08T07:24:02.717Z,uwv7QZdh93TVMRbitQ6HSy9RbkijThpXbtE1iEuv2ED,72.59013041505497,1,Raydium
SimulatedTxl3m7p77bkmc,2025-07-08T07:24:07.729Z,FKwTykRdz3qzd3R2qgnacnTj1DVfhn6Lt8tLxTkYdKfh,62.86926973897702,1,Raydium
SimulatedTxme9z06siwmg,2025-07-08T07:24:12.740Z,EQ19SbFKPjtiYiTz8B2A89k9xKQB9s7Q3UhZciQYtqUV,50.27581954356257,1,Orca
SimulatedTxdre0shbpgik,2025-07-08T07:24:17.750Z,93u683wLmwoRkjvgU4XzfJ6eyarge9hP2jzuqYYDBhny,95.41755085681677,1,Jupiter
SimulatedTxk1byu4atc7a,2025-07-08T07:24:22.751Z,6SyvUuavKph2K2wdtdmKPNSBXQCnchp3V5hLMEyB2tqF,37.632963040783984,0,Orca
SimulatedTxz2hvfx0y9h,2025-07-08T07:24:27.759Z,6Ce5mPSkZqp1pqXdNvrjPczyLNnzKQ5jphUtLWTyLCdQ,64.72111349364434,0,Raydium
SimulatedTxzf9bxjbxa3,2025-07-08T07:24:32.760Z,FHbzLy7oFGQ2MTLqsNNKQbR5q6AFHGvbtAwyny8HexgV,10.282057336030892,0,Orca
SimulatedTxo6xcassazmk,2025-07-08T07:24:37.774Z,kjPcjTgb18Ynt9a63jDGoJ7eVSRiCXh4RnZFXjSGEQj,62.82452243244159,1,Orca
SimulatedTxgeqjxm5ilq9,2025-07-08T07:24:42.789Z,HASTfw9PHANDYLbj6FjTzwEajhtBrnkiACo2MQP5PJXN,99.13951703859082,0,Jupiter
SimulatedTx5m3gov2pm2b,2025-07-08T07:24:47.801Z,7xStvQzbfXXqb98kwBL2KhYc3VnwRmer4kjuDauMpw6u,74.83447621148123,0,Orca
SimulatedTxmz5g4ytrfa,2025-07-08T07:24:52.814Z,F7DvUdq9T1BGmJjMJ4vjVH4HtLavQbMajpZoEBRk9fzD,24.982930984729613,1,Raydium
SimulatedTxjlstmnkvhc,2025-07-08T07:24:57.826Z,22vf2eS81ZGjeLRx4RP2FJenEaV9e9ho2vopk4feW76N,48.05165924407506,0,Jupiter
SimulatedTxej4249engbh,2025-07-08T07:25:02.839Z,CGGsBgoaZzqnYbcEGcKhCCJhtvVLQaNyGjxarfUEATfq,45.9143884331277,1,Orca
SimulatedTxgm5wmhfijdn,2025-07-08T07:25:07.852Z,FuV1f5sbAhC1oU1kNbwnhWf8jdS47ib6qiQ9SGmAtyY4,80.8609014569169,0,Orca
SimulatedTx22hqg6mzays,2025-07-08T07:25:12.868Z,HNdgYEfdFPnwD6YkMXxZPvsiuBZjkYLDgu31mjFxXDmX,83.16524480912315,1,Raydium
SimulatedTx6rt6rjj5zhf,2025-07-08T07:25:17.877Z,D8aqN686XGwSo2U2G33K3v4gzL7aoooaPd2WBe19wHkV,70.07294886221493,0,Orca
SimulatedTx6ewawg1s8ee,2025-07-08T07:25:22.890Z,Hso4A5BrmDGMD6Tva6M3hpK4zEtizXgPJSZKzMyiwwv6,26.486522091274423,0,Raydium
SimulatedTxlvgqtou01ck,2025-07-08T07:25:27.903Z,924734hRLuNujHJ6X86ZCMmKW87obCUqasPVX9LZDxbH,52.90430152265127,0,Raydium
SimulatedTxx2oc0o6c7ea,2025-07-08T07:25:32.917Z,2qn89WZYmQSv9Ubgsbmf5rKzvzFR2xbtmyk9D383Ck4a,86.83463654825168,1,Raydium
SimulatedTxqadsej1nfza,2025-07-08T07:25:37.928Z,8uJVKWA2pwkZBtGgyQ1XbSusHHEnMuumEEr1zvw3qtvz,5.662297370833969,1,Orca
SimulatedTx6hyu0jxc364,2025-07-08T07:25:42.931Z,6ixeWVKmAuw3A3jHT8dSMkgz4hN1jBW9PXvgQcmFYFTq,47.83722979608023,0,Orca
SimulatedTxdgbhaxg8j87,2025-07-08T07:25:47.932Z,GVzUehhNjDHFjyjuX7idcpVSdxPYRVBsGNZPENuPyG29,73.74896000423676,0,Jupiter
SimulatedTxp2uyp7a279,2025-07-08T07:25:52.947Z,DuABfdvEDhD3nzXE7WVTeWdTPintKPXkeZWYvVry72Kg,19.39996090248406,1,Jupiter
SimulatedTxsnvm4nnas8h,2025-07-08T07:25:57.955Z,7unF7mMQASuzZn894ekBQDLjuKNkzfFtEuczsjU7sPcE,5.2197796051589584,0,Jupiter
SimulatedTx3zz79r20aj3,2025-07-08T07:26:02.957Z,8aJ5PwePLdDy9VEsGni94G4tZo88x9YKBWYbL1sVkyaY,16.01039715756569,0,Orca
SimulatedTx9pqm60f5rhl,2025-07-08T07:26:07.957Z,5TSBtGuRhjrYd4XR3Ny8bvSSeJJp3u4Sk5zRQmSWcxYZ,31.07478559513146,1,Orca
SimulatedTxwa0db6gzvk,2025-07-08T07:26:12.968Z,DcdPGcFYV6FoYwSxMkbpB8r3iino5f1YFfuNPQjULo3x,22.55214719486771,0,Orca
SimulatedTxvrw3qkirif,2025-07-08T07:26:17.977Z,5qa7ht8ahG2d8xZKMR1u4roq8QjzLZdhHKd1GbNqJxhN,65.40352729393663,1,Jupiter
SimulatedTx3qtq6qked52,2025-07-08T07:26:22.980Z,xzBgYxs656TJMRJRzwLsWUZfuG1mNcjG1Ls3GPmfM6o,86.10762176950885,0,Jupiter
SimulatedTxrxxvdcoyxqr,2025-07-08T07:26:27.982Z,85hxNxnzh1LRLG1W6Zvxhy3ggnVVHJtdCh2NBWiaq83a,36.975656378207454,0,Raydium
SimulatedTxvwq60hrgma8,2025-07-08T07:26:32.997Z,48swHBhruCKmTSjbeA2WC83d5p3oPhtSjnr71W5Pktu2,57.25229767419291,0,Jupiter
SimulatedTxmcszxu92rs,2025-07-08T07:26:38.007Z,x7Raz8ViEQb4VZBtPzHX8KHGHRmdLUcWPXLfZTxzt8g,89.81882585339464,0,Raydium
SimulatedTxz3yrp53wu1h,2025-07-08T07:26:43.010Z,4KfjnaphwvnQVfjNxULC32C8ZrZtM88tzD1mKwJuR9mR,12.066587577251319,0,Orca
SimulatedTxuz4jatjtm9k,2025-07-08T07:26:48.023Z,FLvyMuPApFdLU47MkAigRtWBnBNPsFsGhTh3yBfEMZDk,16.743566827325186,1,Orca
SimulatedTxltl4u0lpumo,2025-07-08T07:26:53.023Z,6ScMC3W6Hzi5SqUGssJQfekVSaM7CyFZfYwaXZ4M5jx7,58.65837054872289,1,Orca
SimulatedTxlgrsct6iib,2025-07-08T07:26:58.037Z,BwX4tLZTtR9pD92oFvAionGB6R9mQDMuWsEa2wByJGXq,88.69102437132848,0,Raydium
SimulatedTxf9uxz5ysnt9,2025-07-08T07:27:03.044Z,HqjmLN1sWRvUNEoDBxZW1Uc4xXXEMt12VR9sn9TyeMmN,3.4665017003074894,1,Orca
SimulatedTx6irb0oshesi,2025-07-08T07:27:08.051Z,5tR7svhp2DBMg3xmT4cgh4LgNzzeBF6nJEggpU9cxTAC,15.039513359212497,1,Jupiter
SimulatedTxazs7h5vfumv,2025-07-08T07:27:13.056Z,BQ8SNaz1Ejeb3QsNbDkdpgSagTZR4rTDRpWCnoBUqhQv,76.57051689348965,0,Raydium
SimulatedTxkstju4h267m,2025-07-08T07:27:18.067Z,FPWWpcWrMK887tjnUak63YKMqc5xxTYEJjjZsMAPGEPN,62.88080933109994,1,Orca
SimulatedTxjv2gsalknrs,2025-07-08T07:27:23.069Z,5vD2J8Z7cAPj32iTocbQqYHuPsvd8akUU3f4gWxctXYu,39.299310594126105,1,Orca
SimulatedTx9478mw338hb,2025-07-08T07:27:28.084Z,FpS4HkvmEd9vj7YAhSEh6EEYLPPwmioNwkwfjMovne7w,86.66327363957662,1,Raydium
SimulatedTx67mev7clik,2025-07-08T07:27:33.089Z,6xM5vDBHKMrLKwsmwvjgBxVRSTTsqFRyzYcSoouJcKDy,88.89936988194253,1,Orca
SimulatedTxtsljk75iwe,2025-07-08T07:27:38.097Z,DqQu6jQg8uEA2xdJ6A7o9gbMM1hD91ZhqkHi71quwLcR,7.944398796172436,0,Jupiter
SimulatedTx5podqec5so8,2025-07-08T07:27:43.110Z,24JRibD1sbpgkn7PwqGpxbnBBbrCW9VdYsGdW5CtTmWJ,95.60931711796756,1,Jupiter
SimulatedTxq9n0j2krvj,2025-07-08T07:27:48.115Z,FZxrwRaMh3ipcukQTGdBziujn1anQZTLqRd1xcBeM5vC,62.20015503201519,0,Jupiter
SimulatedTxb9ta82yc1g,2025-07-08T07:27:53.129Z,FstWqq2Gang9KdHm7rUyn3VnHDguZ6UiCz6M5y9XCX4K,26.34594617823285,1,Raydium
SimulatedTxboxmlltfu9p,2025-07-08T07:27:58.138Z,9wjCckoWYztxSUmoegeLVEUgtnNXHCN3hWjn7S3i9NNM,60.906024790106315,0,Raydium
SimulatedTxx3gn4ieuck8,2025-07-08T07:28:03.153Z,EvFXm3zn7hqaxi1Dm3ktUA4D9N4rjro9g4V8wV1rVn4Y,66.8438102704134,0,Orca
SimulatedTx3vk3l4mgamg,2025-07-08T07:28:08.160Z,3VZ4SLvvKG66E1W1xtca5Rca2SwbzmFySPviyacQ3hq2,45.664782775517175,1,Jupiter
SimulatedTxy92an6mjj8,2025-07-08T07:28:13.173Z,FsRSSxK59DDRzMnXyTXqDQmxNt97R7vDBL718jxPcuJV,59.09948775801577,1,Raydium
SimulatedTxdzqgntlbh7g,2025-07-08T07:28:18.187Z,DcSm9BwcqT5vnFmcKMyS13REa4QqMuPs8EjmSTBQPUUT,62.137947311960026,1,Jupiter
SimulatedTxzcgi8xq9xs,2025-07-08T07:28:23.192Z,2pN4rPWo94seWTEqERmTtqbziCHk9mj53Gx1qRghGCbe,8.618664154225296,1,Raydium
SimulatedTxo1gawd88l8,2025-07-08T07:28:28.198Z,65j4uHwsFPk8GCPXt2cW5ey3AUWwkFVtwi67gCqzM2gA,51.993624042131884,0,Orca
SimulatedTxgvlvw3is2sq,2025-07-08T07:28:33.207Z,ExeLZk7EUxpmHWaaJAYxNLRCikssuPwZRmyoFtnPKecG,56.78830523907374,0,Jupiter
SimulatedTxvoxs2v5rirj,2025-07-08T07:28:38.215Z,8pdguBGutCPFVtZL2MtfA1YSyYJvTJYHTwJ7RCSNK12M,59.26848012293278,1,Raydium
SimulatedTxblena48tpjf,2025-07-08T07:28:43.217Z,5NPdKg82ySeFcDFho3XDyGPEdAxECLQBnjRaLJpHWJgU,2.7974033062201364,0,Raydium
SimulatedTx46jpvaanpaa,2025-07-08T07:28:48.223Z,EFVRsUdG3E9E5cV5GigFjWytiRRjR7jexCdJMqAuLiXD,21.56608494666643,1,Orca
SimulatedTx0m8h3vhllt6,2025-07-08T07:28:53.223Z,GGV8JGELmVw7PEA4XzKUF4rP41brKCGbuW87BHKXgro4,46.49781609238508,0,Jupiter
SimulatedTxk1vrkqei3op,2025-07-08T07:28:58.234Z,4xGSLR34reCio1B3UsCD7WEMbm5euAjBEBqmZSbbkWKP,97.1630709250233,1,Jupiter
SimulatedTxmxh2opnrf8,2025-07-08T07:29:03.246Z,HrMUTA8sZdh9ruGoVJBsrqm9me6m6w7bEtJbyeGnWGYy,59.93126916223939,1,Raydium
SimulatedTx0s0zo75clgen,2025-07-08T07:29:08.251Z,7pa8yyBCyUpXoZr8WaD71jaZs3fQjrS4LLq31ZrRHtUV,61.35276535733962,1,Jupiter
SimulatedTx2uq6y333d8y,2025-07-08T07:29:13.265Z,JDfra5931UxuZMxVv5u3QTvbyVUnmxExUUn9WxQokq6Y,82.76540945680057,0,Orca
SimulatedTxssrz58vaod,2025-07-08T07:29:18.279Z,CpgbHChJiRZnjR3erjpGk9gJqjNYJgmMrGZr4pnv4FqH,35.748581532030286,0,Raydium
SimulatedTx1k22bbsfzc8,2025-07-08T07:29:23.294Z,BGxH3vHvVVa1suFRVdydPqhjJSVg1BGo2gZ7LBZSPqCS,45.65993390366734,1,Raydium
SimulatedTxv6oxkv5tzj,2025-07-08T07:29:28.306Z,2Umm8sxDQWj31MfDcHBfM9C1mg9KZujpsdAtPVxSFXkK,1.4799654096676607,1,Orca
SimulatedTx619muiaqi6u,2025-07-08T07:29:33.319Z,7N7TKJ5U4ntMzmPt1bNpdB49iam7vHEgxjW7PTjTmgS9,71.17449492254444,0,Jupiter
SimulatedTxcrwa7g7ny3p,2025-07-08T07:29:38.328Z,GtzJqxGUXEdbqseyatfo1p8AoZjFFFgW6wGr3GhWyjTg,94.39397667764995,1,Orca
SimulatedTxew811w5u406,2025-07-08T07:29:43.329Z,3eFBxxwKpi5rSFn92YSWSHgQd5DEvJmg5YLPQZCPs6CL,27.96930070883017,0,Orca
SimulatedTxgryvmkyjqz7,2025-07-08T07:29:48.335Z,3VabCKNYdyX4qiHARBfkVx2A5SJ2PJzsopKMUG1v2Yrz,31.294164260715608,0,Raydium
SimulatedTxrzj6814l9nr,2025-07-08T07:29:53.337Z,J9HG2dSYPtntDwXapgxfSA81PQXpHWL5tp6hhrREdYvT,42.804300946955046,0,Jupiter
SimulatedTx93a2mb77s6,2025-07-08T07:29:58.346Z,3BCGRxU2mpc3ZAnVj9NRELV1NaRXjPAV1CAf9WwmKbJr,27.751377327827463,0,Raydium
SimulatedTxc11eql4ii07,2025-07-08T07:30:03.349Z,FvhCA8uicAU3MCMKTuF2hdh1byg83FS9paNuoMQ2koCa,23.407444722356008,1,Jupiter
